"cid","age","job","marital","education","default","balance","housing","loan"
"C37712",39,"management","married","3","no",1738,"yes","no"
"C37714",46,"management","divorced","3","no",233,"yes","yes"
"C37717",42,"blue-collar","single","1","no",22,"yes","no"
"C37720",23,"admin.","single","2","no",21,"yes","yes"
"C37722",25,"student","single","2","no",963,"yes","no"
"C37724",42,"blue-collar","married","1","no",142,"yes","no"
"C37732",30,"admin.","single","2","no",43,"yes","no"
"C37735",43,"management","married","3","no",-271,"yes","yes"
"C37736",40,"blue-collar","divorced","2","no",973,"no","no"
"C37742",60,"blue-collar","married","2","no",1407,"yes","no"
"C37745",41,"blue-collar","single","2","no",1880,"no","yes"
"C37749",30,"blue-collar","married","2","no",-97,"yes","yes"
"C37750",34,"blue-collar","single","2","no",1351,"yes","no"
"C37752",29,"management","married","2","no",231,"no","no"
"C37755",31,"blue-collar","married","2","no",625,"yes","no"
"C37760",31,"technician","single","2","no",7567,"no","no"
"C37770",38,"services","single","1","no",393,"yes","no"
"C37773",38,"blue-collar","married","1","no",132,"yes","no"
"C37775",30,"blue-collar","single","2","no",-177,"yes","no"
"C37776",53,"services","single","2","no",4778,"yes","no"
"C37779",39,"admin.","divorced","2","no",1089,"yes","no"
"C37782",29,"admin.","married","3","no",111,"no","no"
"C37784",27,"blue-collar","married","2","no",1295,"yes","no"
"C37788",39,"blue-collar","married","2","no",-220,"yes","no"
"C37790",23,"blue-collar","single","2","no",1105,"yes","no"
"C37791",42,"blue-collar","single","1","no",177,"yes","no"
"C37795",33,"management","married","1","no",262,"yes","no"
"C37804",31,"technician","single","2","no",23,"yes","no"
"C37813",35,"student","divorced","1","no",2755,"yes","no"
"C37818",29,"admin.","divorced","2","no",-254,"yes","no"
"C37820",34,"blue-collar","married","2","no",237,"yes","no"
"C37824",39,"blue-collar","single","2","no",0,"yes","no"
"C37827",45,"blue-collar","married","2","no",1003,"yes","no"
"C37831",36,"blue-collar","married","2","no",779,"yes","no"
"C37833",35,"services","divorced","2","no",221,"yes","no"
"C37834",27,"blue-collar","married","2","no",-330,"yes","yes"
"C37838",34,"management","single","3","no",28,"yes","no"
"C37840",29,"technician","married","3","no",604,"yes","no"
"C37842",52,"self-employed","married","2","no",213,"yes","no"
"C37843",35,"technician","married","3","no",4,"yes","no"
"C37852",35,"management","single","3","no",478,"yes","no"
"C37856",46,"admin.","married","2","no",-236,"yes","no"
"C37858",32,"technician","married","3","no",15,"no","no"
"C37859",55,"services","single","2","no",1126,"yes","no"
"C37861",25,"admin.","single","2","no",1235,"yes","yes"
"C37866",25,"admin.","single","2","no",248,"yes","no"
"C37867",47,"blue-collar","single","1","no",133,"yes","no"
"C37875",30,"services","married","2","no",1222,"yes","no"
"C37877",35,"blue-collar","divorced","2","no",336,"yes","no"
"C37879",52,"blue-collar","married","2","no",633,"yes","no"
"C37881",51,"blue-collar","married","2","no",500,"no","no"
"C37882",32,"management","single","3","no",499,"yes","no"
"C37885",56,"retired","divorced","1","no",48,"yes","no"
"C37886",37,"management","divorced","2","no",1287,"yes","no"
"C37889",29,"services","married","2","no",1002,"yes","no"
"C37891",34,"blue-collar","married","1","no",109,"yes","no"
"C37892",44,"self-employed","divorced","2","no",583,"yes","no"
"C37894",56,"admin.","single","2","no",3309,"yes","no"
"C37900",33,"technician","married","2","no",318,"yes","no"
"C37904",34,"blue-collar","married","2","no",2447,"yes","no"
"C37908",40,"blue-collar","married","1","no",105,"yes","no"
"C37923",47,"management","married","2","no",177,"yes","no"
"C37929",60,"blue-collar","married","1","no",2147,"no","no"
"C37932",52,"technician","married","3","no",136,"yes","no"
"C37934",26,"student","single","1","no",114,"yes","no"
"C37935",31,"blue-collar","single","1","no",864,"yes","no"
"C37941",59,"retired","divorced","2","no",5845,"no","no"
"C37943",35,"blue-collar","married","2","no",2432,"yes","no"
"C37949",29,"technician","single","2","no",70,"yes","yes"
"C37952",33,"blue-collar","single","1","no",405,"yes","no"
"C37953",36,"admin.","single","2","no",886,"yes","yes"
"C37956",23,"technician","single","2","no",1587,"yes","yes"
"C37960",51,"blue-collar","married","2","no",814,"yes","no"
"C37967",36,"management","married","3","no",-296,"yes","no"
"C37968",34,"blue-collar","married","2","no",2542,"yes","no"
"C37969",30,"blue-collar","married","2","no",664,"no","yes"
"C37971",33,"technician","single","3","no",2412,"yes","no"
"C37974",37,"blue-collar","married","1","no",2079,"yes","yes"
"C37976",27,"technician","single","2","no",218,"yes","no"
"C37978",31,"blue-collar","married","1","no",392,"yes","no"
"C37983",55,"management","married","1","no",338,"yes","no"
"C37984",36,"management","married","3","no",1041,"yes","no"
"C37986",29,"admin.","married","2","no",792,"yes","no"
"C37988",31,"management","married","3","no",233,"yes","no"
"C37990",31,"self-employed","married","2","no",581,"yes","no"
"C37992",43,"blue-collar","married","1","no",1,"yes","yes"
"C37993",38,"blue-collar","divorced","1","no",-258,"yes","no"
"C37995",41,"technician","single","2","no",200,"yes","no"
"C37996",42,"services","married","2","no",-166,"no","no"
"C37997",39,"technician","single","2","no",-143,"yes","no"
"C38000",35,"admin.","single","2","no",-133,"yes","no"
"C38001",47,"entrepreneur","married","","no",676,"yes","yes"
"C38005",35,"blue-collar","married","1","no",2212,"yes","no"
"C38012",35,"management","single","3","no",916,"yes","no"
"C38020",48,"blue-collar","married","2","no",685,"yes","no"
"C38022",36,"technician","married","2","no",-531,"no","no"
"C38025",41,"blue-collar","single","1","no",3237,"no","no"
"C38027",36,"management","married","3","no",2178,"yes","no"
"C38031",39,"services","divorced","1","no",8654,"yes","no"
"C38032",51,"self-employed","married","2","no",421,"yes","no"
"C38035",36,"blue-collar","married","1","no",994,"yes","no"
"C38038",35,"blue-collar","married","2","no",612,"yes","no"
"C38039",47,"blue-collar","married","1","no",-169,"yes","yes"
"C38047",33,"services","married","2","no",207,"yes","no"
"C38049",41,"blue-collar","married","2","no",356,"yes","no"
"C38052",33,"blue-collar","married","2","no",331,"yes","no"
"C38061",28,"admin.","married","2","no",213,"yes","no"
"C38068",49,"blue-collar","married","1","no",584,"yes","no"
"C38069",35,"blue-collar","married","2","no",667,"yes","no"
"C38071",37,"services","married","2","no",20,"yes","no"
"C38076",33,"technician","single","2","no",1074,"yes","yes"
"C38077",33,"blue-collar","married","2","no",686,"yes","yes"
"C38079",48,"blue-collar","married","1","no",430,"no","no"
"C38081",42,"services","married","2","no",154,"yes","no"
"C38088",52,"management","married","3","no",751,"no","no"
"C38089",32,"student","married","3","no",744,"yes","no"
"C38093",35,"blue-collar","married","1","no",-167,"yes","no"
"C38097",29,"blue-collar","single","2","no",555,"yes","no"
"C38103",30,"services","married","2","no",637,"yes","no"
"C38105",39,"blue-collar","married","2","no",164,"yes","no"
"C38109",41,"self-employed","married","","no",1377,"yes","no"
"C38115",28,"student","single","2","no",293,"no","no"
"C38120",27,"services","single","3","yes",-152,"yes","yes"
"C38125",47,"admin.","married","2","no",175,"yes","no"
"C38127",42,"blue-collar","married","2","no",680,"yes","no"
"C38132",46,"blue-collar","married","1","no",4602,"yes","no"
"C38135",35,"management","single","3","no",3000,"yes","no"
"C38138",32,"services","married","2","no",-538,"no","yes"
"C38140",43,"management","married","3","no",28,"yes","no"
"C38141",45,"blue-collar","single","2","no",615,"yes","no"
"C38142",28,"blue-collar","married","2","no",8,"yes","no"
"C38145",36,"self-employed","single","3","no",577,"yes","no"
"C38147",28,"technician","married","2","no",916,"yes","no"
"C38149",30,"services","single","2","no",-143,"yes","no"
"C38151",40,"technician","single","2","no",398,"yes","no"
"C38154",25,"admin.","married","2","no",541,"yes","no"
"C38161",33,"blue-collar","single","1","no",433,"yes","no"
"C38164",42,"services","married","2","no",466,"yes","no"
"C38166",28,"services","single","2","no",113,"yes","yes"
"C38167",56,"services","single","2","no",-40,"yes","no"
"C38168",39,"blue-collar","married","1","no",49,"yes","no"
"C38180",25,"blue-collar","single","2","no",543,"yes","no"
"C38185",32,"management","married","3","no",1297,"yes","no"
"C38186",32,"services","married","2","no",1398,"yes","yes"
"C38191",48,"management","married","3","yes",-13,"yes","no"
"C38192",34,"blue-collar","married","2","no",2139,"yes","no"
"C38196",60,"admin.","divorced","2","no",174,"yes","no"
"C38198",42,"blue-collar","single","1","no",156,"yes","no"
"C38201",30,"blue-collar","married","1","no",0,"yes","no"
"C38202",31,"management","single","3","no",291,"yes","no"
"C38203",35,"blue-collar","divorced","2","no",286,"yes","no"
"C38208",44,"services","married","2","no",5781,"yes","yes"
"C38210",31,"self-employed","married","3","no",1194,"yes","no"
"C38213",32,"management","single","3","no",336,"no","no"
"C38215",37,"blue-collar","married","2","no",222,"yes","no"
"C38216",45,"admin.","married","2","no",215,"yes","yes"
"C38217",27,"management","single","3","no",212,"yes","no"
"C38218",32,"technician","single","3","no",388,"yes","no"
"C38221",50,"blue-collar","married","1","no",226,"yes","no"
"C38227",38,"admin.","single","","no",0,"yes","no"
"C38228",32,"blue-collar","divorced","2","no",91,"yes","no"
"C38229",34,"housemaid","divorced","2","no",787,"yes","no"
"C38232",32,"services","married","2","no",15,"yes","no"
"C38234",40,"blue-collar","divorced","2","no",178,"yes","no"
"C38237",36,"technician","single","3","no",391,"yes","no"
"C38242",34,"technician","married","2","no",-25,"no","no"
"C38246",31,"blue-collar","single","2","no",178,"yes","no"
"C38254",33,"blue-collar","single","2","no",1211,"yes","no"
"C38255",32,"self-employed","divorced","3","no",3695,"yes","no"
"C38261",27,"technician","single","3","no",808,"yes","no"
"C38265",57,"admin.","married","2","no",-967,"yes","no"
"C38268",32,"technician","single","2","no",-234,"yes","no"
"C38271",26,"unemployed","single","2","no",130,"yes","no"
"C38272",35,"housemaid","married","3","no",1265,"yes","no"
"C38274",40,"blue-collar","married","2","no",-450,"yes","no"
"C38277",26,"technician","single","2","no",276,"yes","no"
"C38286",32,"blue-collar","single","2","no",75,"yes","no"
"C38287",32,"services","married","2","no",38,"yes","no"
"C38289",31,"blue-collar","married","2","no",154,"yes","yes"
"C38293",31,"blue-collar","single","2","no",39,"yes","no"
"C38294",53,"blue-collar","single","1","no",210,"yes","no"
"C38296",34,"blue-collar","married","1","no",431,"yes","no"
"C38301",31,"admin.","married","2","no",685,"yes","no"
"C38302",43,"blue-collar","married","2","no",3549,"yes","no"
"C38306",49,"admin.","married","1","no",169,"yes","no"
"C38308",29,"admin.","single","2","no",710,"yes","yes"
"C38311",42,"services","married","2","no",9277,"yes","no"
"C38313",24,"blue-collar","single","1","no",388,"yes","no"
"C38315",33,"services","married","2","no",174,"yes","no"
"C38318",39,"entrepreneur","married","","no",98,"yes","no"
"C38319",36,"blue-collar","divorced","2","no",421,"yes","no"
"C38321",24,"student","single","2","no",2,"no","no"
"C38327",46,"blue-collar","married","1","no",1085,"yes","yes"
"C38328",27,"services","single","2","no",-74,"yes","no"
"C38331",39,"management","married","1","no",197,"yes","no"
"C38333",31,"blue-collar","single","2","no",-4,"yes","no"
"C38335",23,"blue-collar","married","2","no",-295,"yes","no"
"C38340",25,"student","single","3","no",1433,"yes","no"
"C38341",44,"admin.","divorced","2","no",-179,"yes","no"
"C38343",30,"services","single","2","no",-100,"yes","yes"
"C38345",35,"admin.","single","3","no",1374,"yes","no"
"C38350",31,"admin.","single","2","no",1340,"no","no"
"C38351",25,"blue-collar","single","2","no",171,"yes","no"
"C38353",46,"blue-collar","married","2","no",51,"yes","no"
"C38357",35,"unemployed","divorced","3","no",8903,"yes","no"
"C38358",24,"self-employed","single","3","no",91,"yes","no"
"C38361",58,"blue-collar","married","1","no",781,"yes","no"
"C38366",22,"student","single","2","no",2589,"yes","no"
"C38369",30,"entrepreneur","married","3","no",3037,"yes","no"
"C38371",38,"technician","single","2","no",553,"yes","no"
"C38372",58,"housemaid","married","1","no",260,"yes","no"
"C38373",50,"retired","married","1","no",172,"yes","yes"
"C38375",32,"services","married","2","no",180,"yes","no"
"C38380",29,"services","married","2","no",6567,"yes","no"
"C38381",31,"blue-collar","single","2","no",184,"yes","no"
"C38382",55,"blue-collar","married","2","no",1078,"yes","yes"
"C38387",32,"blue-collar","married","2","no",99,"yes","no"
"C38388",34,"blue-collar","married","2","no",2994,"yes","no"
"C38392",30,"services","married","2","no",683,"yes","no"
"C38403",32,"admin.","single","2","no",6042,"yes","no"
"C38405",55,"services","married","1","no",-747,"yes","no"
"C38407",26,"technician","single","2","no",626,"yes","no"
"C38410",54,"unemployed","married","2","no",582,"yes","no"
"C38414",26,"services","single","2","no",212,"yes","no"
"C38415",31,"blue-collar","single","2","no",210,"yes","yes"
"C38416",51,"management","divorced","3","no",-227,"yes","no"
"C38421",32,"blue-collar","married","1","no",252,"yes","no"
"C38422",23,"services","married","2","no",2211,"yes","no"
"C38427",52,"blue-collar","married","1","no",134,"yes","no"
"C38432",41,"self-employed","married","3","no",6000,"yes","no"
"C38433",29,"management","single","3","no",1388,"yes","no"
"C38434",32,"blue-collar","married","1","no",2198,"no","no"
"C38436",37,"blue-collar","married","1","no",-212,"yes","no"
"C38441",32,"services","married","2","no",118,"yes","no"
"C38446",21,"student","single","2","no",126,"yes","no"
"C38448",30,"services","single","3","no",717,"yes","yes"
"C38453",22,"admin.","single","2","no",118,"yes","no"
"C38456",52,"blue-collar","married","1","no",2396,"yes","no"
"C38459",41,"blue-collar","married","2","no",49,"yes","no"
"C38460",28,"blue-collar","married","2","no",0,"yes","no"
"C38463",60,"retired","divorced","2","no",4974,"yes","no"
"C38465",32,"management","married","2","no",134,"yes","yes"
"C38468",48,"blue-collar","single","1","no",244,"yes","no"
"C38474",38,"entrepreneur","married","3","no",2069,"yes","no"
"C38477",39,"blue-collar","married","1","no",315,"yes","no"
"C38479",23,"blue-collar","single","1","no",8627,"yes","no"
"C38482",28,"technician","single","3","no",372,"yes","yes"
"C38483",42,"services","married","2","no",1370,"yes","no"
"C38486",41,"blue-collar","married","1","no",89,"yes","no"
"C38487",52,"technician","married","1","no",-50,"yes","no"
"C38498",40,"admin.","married","2","no",2574,"yes","no"
"C38500",25,"technician","single","2","no",173,"yes","no"
"C38504",30,"management","single","3","no",1761,"yes","no"
"C38505",29,"technician","single","3","no",940,"yes","no"
"C38506",48,"services","married","2","no",975,"yes","yes"
"C38507",25,"student","single","2","no",1919,"yes","no"
"C38508",31,"admin.","single","2","no",-1,"yes","no"
"C38512",26,"services","single","2","no",46,"yes","no"
"C38514",30,"blue-collar","married","2","no",3,"no","no"
"C38517",37,"admin.","single","2","no",309,"yes","no"
"C38519",39,"technician","single","2","no",400,"yes","no"
"C38522",46,"services","married","","no",72,"yes","no"
"C38524",29,"blue-collar","married","2","no",-114,"yes","no"
"C38527",56,"retired","divorced","3","no",-458,"yes","no"
"C38528",42,"admin.","divorced","2","no",241,"yes","no"
"C38533",34,"blue-collar","divorced","1","no",0,"yes","no"
"C38535",51,"blue-collar","married","1","no",129,"yes","no"
"C38543",31,"technician","married","2","no",84,"no","no"
"C38544",33,"technician","divorced","2","no",855,"yes","no"
"C38545",28,"management","single","3","no",41,"yes","no"
"C38547",26,"services","single","2","yes",-162,"yes","no"
"C38549",29,"blue-collar","married","2","no",25,"yes","no"
"C38559",27,"management","single","3","no",7944,"yes","no"
"C38561",30,"management","single","3","no",9,"yes","yes"
"C38562",36,"blue-collar","married","2","no",249,"yes","no"
"C38563",30,"technician","single","2","no",1395,"yes","no"
"C38565",33,"management","married","3","no",2044,"yes","no"
"C38567",24,"blue-collar","divorced","2","no",513,"yes","no"
"C38570",38,"self-employed","single","3","no",5774,"yes","no"
"C38573",44,"blue-collar","divorced","1","no",-97,"yes","yes"
"C38576",40,"management","married","3","no",-1212,"yes","no"
"C38585",33,"management","married","3","no",3301,"yes","no"
"C38587",30,"technician","married","2","no",-910,"yes","no"
"C38591",54,"admin.","divorced","2","no",-394,"yes","no"
"C38595",40,"blue-collar","married","2","no",5,"yes","no"
"C38599",58,"blue-collar","married","2","no",238,"no","no"
"C38601",36,"student","single","2","no",3551,"yes","no"
"C38610",32,"blue-collar","married","1","no",233,"yes","no"
"C38620",34,"admin.","divorced","2","no",1268,"yes","no"
"C38622",32,"blue-collar","single","2","no",138,"yes","no"
"C38625",44,"management","single","3","no",-1313,"yes","yes"
"C38633",36,"admin.","single","2","no",185,"yes","no"
"C38634",45,"admin.","married","2","no",369,"yes","no"
"C38637",29,"entrepreneur","married","2","no",422,"yes","no"
"C38645",32,"management","single","3","no",6248,"yes","no"
"C38658",35,"self-employed","married","2","no",-56,"yes","no"
"C38661",26,"student","single","2","no",372,"yes","no"
"C38663",45,"blue-collar","married","1","no",302,"yes","no"
"C38667",34,"admin.","married","2","no",-297,"yes","no"
"C38677",37,"blue-collar","divorced","2","no",625,"yes","no"
"C38679",25,"entrepreneur","single","3","no",16874,"yes","yes"
"C38681",38,"management","married","2","no",341,"no","no"
"C38683",40,"admin.","divorced","2","no",952,"yes","no"
"C38684",43,"blue-collar","married","1","no",-67,"yes","no"
"C38688",55,"blue-collar","married","1","no",135,"yes","no"
"C38691",51,"management","single","3","no",297,"yes","no"
"C38694",39,"blue-collar","married","2","no",11854,"yes","no"
"C38703",33,"blue-collar","single","1","no",-104,"yes","no"
"C38715",28,"student","married","3","no",327,"yes","no"
"C38719",33,"technician","single","2","no",930,"yes","no"
"C38720",42,"blue-collar","married","1","no",-336,"yes","no"
"C38721",33,"admin.","single","1","no",-258,"yes","no"
"C38722",33,"blue-collar","married","2","no",-63,"yes","no"
"C38724",42,"technician","married","3","no",-378,"yes","yes"
"C38726",35,"blue-collar","married","2","no",205,"yes","yes"
"C38727",35,"management","married","3","yes",-10,"yes","no"
"C38737",60,"management","divorced","3","no",-4057,"yes","no"
"C38738",38,"blue-collar","married","1","no",1428,"yes","no"
"C38748",34,"blue-collar","single","3","no",-303,"yes","no"
"C38752",22,"services","single","2","no",250,"yes","no"
"C38759",36,"blue-collar","married","1","no",0,"yes","no"
"C38760",29,"blue-collar","married","2","no",-493,"yes","no"
"C38763",35,"blue-collar","married","2","no",3181,"yes","no"
"C38764",48,"services","divorced","2","no",142,"yes","no"
"C38768",28,"admin.","married","2","no",788,"yes","no"
"C38770",33,"management","single","3","no",62,"yes","no"
"C38772",29,"services","single","2","no",23,"yes","yes"
"C38773",27,"services","single","2","no",504,"yes","no"
"C38774",25,"services","married","2","no",4522,"yes","no"
"C38775",47,"technician","divorced","2","no",22,"no","no"
"C38780",23,"housemaid","single","1","no",93,"yes","no"
"C38786",32,"blue-collar","married","2","no",36,"yes","no"
"C38787",27,"admin.","married","2","no",0,"yes","yes"
"C38788",37,"blue-collar","divorced","2","no",333,"yes","no"
"C38794",44,"admin.","married","2","no",-314,"no","no"
"C38799",31,"blue-collar","single","2","no",512,"yes","no"
"C38800",32,"services","married","2","no",1977,"yes","yes"
"C38802",33,"services","married","2","no",2533,"yes","no"
"C38804",30,"services","single","2","no",0,"yes","no"
"C38822",24,"technician","single","2","yes",-1329,"yes","no"
"C38823",32,"technician","single","2","no",483,"yes","yes"
"C38828",33,"technician","married","2","no",1844,"yes","yes"
"C38834",23,"admin.","married","2","no",349,"yes","no"
"C38837",34,"blue-collar","single","1","no",464,"yes","no"
"C38843",27,"management","single","3","no",3347,"no","no"
"C38846",34,"blue-collar","married","1","no",3868,"yes","no"
"C38850",36,"management","single","3","no",10773,"yes","no"
"C38854",24,"services","single","2","no",-92,"yes","no"
"C38859",26,"technician","single","2","no",3519,"yes","no"
"C38862",30,"admin.","single","2","no",1450,"yes","no"
"C38872",33,"entrepreneur","married","3","no",964,"yes","no"
"C38878",48,"management","single","3","no",336,"yes","no"
"C38881",43,"blue-collar","married","2","no",95,"yes","no"
"C38882",26,"student","single","3","no",251,"yes","no"
"C38884",31,"technician","married","3","no",4575,"yes","no"
"C38891",43,"management","single","3","no",776,"no","no"
"C38892",34,"self-employed","single","2","no",55,"yes","no"
"C38898",53,"services","single","2","no",1162,"yes","no"
"C38899",43,"entrepreneur","married","2","no",-480,"yes","yes"
"C38901",29,"technician","single","2","no",534,"yes","no"
"C38904",44,"entrepreneur","married","1","no",1434,"yes","no"
"C38905",29,"management","single","3","no",4210,"yes","no"
"C38908",32,"blue-collar","single","2","no",218,"yes","no"
"C38914",42,"blue-collar","married","2","no",429,"yes","no"
"C38915",25,"blue-collar","single","2","no",764,"yes","no"
"C38918",26,"self-employed","single","3","no",16563,"yes","no"
"C38919",33,"blue-collar","single","2","no",-320,"no","no"
"C38922",24,"blue-collar","single","2","no",174,"yes","yes"
"C38928",28,"admin.","single","2","no",2290,"yes","no"
"C38929",32,"technician","single","3","no",-770,"yes","no"
"C38934",25,"blue-collar","married","2","no",148,"yes","no"
"C38935",24,"services","single","2","no",414,"yes","no"
"C38936",31,"blue-collar","married","2","no",255,"yes","yes"
"C38942",44,"admin.","married","2","no",1042,"yes","no"
"C38945",31,"management","married","3","no",301,"yes","no"
"C38949",47,"technician","married","2","no",179,"yes","no"
"C38950",57,"admin.","married","2","no",403,"yes","no"
"C38952",29,"technician","single","2","no",1856,"yes","yes"
"C38956",27,"blue-collar","single","2","no",513,"yes","yes"
"C38958",30,"services","single","2","no",631,"yes","no"
"C38963",28,"blue-collar","single","2","no",402,"yes","no"
"C38965",36,"services","divorced","3","no",162,"yes","no"
"C38966",29,"admin.","married","2","no",-211,"yes","no"
"C38967",36,"admin.","married","2","no",-294,"yes","no"
"C38969",23,"services","single","2","no",279,"yes","no"
"C38976",30,"blue-collar","single","2","no",5909,"yes","no"
"C38980",33,"services","single","2","no",1659,"yes","no"
"C38981",27,"technician","married","3","no",8,"yes","yes"
"C38984",27,"admin.","single","2","no",105,"yes","no"
"C38985",23,"blue-collar","single","2","no",4211,"yes","no"
"C38989",29,"management","married","3","no",85,"yes","yes"
"C38995",27,"services","single","2","no",-195,"yes","no"
"C38998",28,"services","single","2","no",373,"yes","no"
"C38999",54,"services","married","2","no",882,"yes","no"
"C39001",26,"management","single","3","no",47,"yes","no"
"C39004",26,"blue-collar","married","2","no",1702,"yes","yes"
"C39005",33,"management","divorced","3","no",47,"no","no"
"C39008",33,"technician","single","3","no",8047,"yes","no"
"C39009",40,"services","married","2","no",278,"yes","no"
"C39011",34,"blue-collar","married","2","no",243,"yes","no"
"C39012",52,"admin.","single","","no",872,"yes","no"
"C39013",22,"student","single","2","no",330,"yes","no"
"C39016",30,"technician","single","3","no",1922,"yes","no"
"C39017",29,"services","single","2","no",-287,"yes","no"
"C39018",28,"admin.","single","2","no",352,"yes","yes"
"C39022",30,"management","married","3","no",168,"yes","no"
"C39023",33,"admin.","single","2","no",1430,"yes","no"
"C39028",30,"services","married","2","no",1256,"yes","no"
"C39029",39,"blue-collar","single","1","no",656,"yes","no"
"C39030",33,"services","divorced","2","no",90,"yes","no"
"C39031",45,"admin.","divorced","2","no",2353,"yes","no"
"C39033",37,"management","divorced","3","no",1170,"yes","yes"
"C39034",52,"blue-collar","married","2","no",-194,"yes","no"
"C39035",33,"management","single","3","no",2294,"yes","no"
"C39037",30,"management","single","2","no",-383,"yes","no"
"C39038",32,"blue-collar","married","1","no",268,"yes","yes"
"C39039",27,"management","single","3","no",2802,"yes","no"
"C39042",28,"management","married","3","no",1480,"yes","no"
"C39046",38,"blue-collar","divorced","2","no",-138,"yes","no"
"C39047",29,"blue-collar","single","2","no",391,"yes","no"
"C39049",33,"blue-collar","single","2","no",-38,"yes","no"
"C39052",32,"admin.","single","2","no",92,"yes","no"
"C39053",30,"blue-collar","divorced","1","no",53,"yes","no"
"C39059",32,"admin.","single","2","no",3950,"yes","no"
"C39061",25,"technician","married","3","no",839,"yes","no"
"C39067",30,"admin.","single","2","no",219,"yes","yes"
"C39074",48,"blue-collar","single","","no",428,"yes","no"
"C39075",30,"self-employed","married","3","no",163,"yes","no"
"C39082",33,"technician","single","","no",135,"yes","no"
"C39086",30,"blue-collar","married","2","no",-135,"yes","no"
"C39093",27,"blue-collar","single","2","no",381,"yes","no"
"C39096",29,"services","single","2","no",40,"yes","no"
"C39099",34,"management","single","","no",6013,"yes","no"
"C39105",33,"admin.","single","3","no",235,"yes","no"
"C39110",45,"unemployed","single","2","no",382,"yes","yes"
"C39111",27,"technician","divorced","2","no",21,"yes","no"
"C39112",53,"blue-collar","married","1","no",273,"yes","no"
"C39125",31,"services","single","","no",919,"yes","no"
"C39128",34,"entrepreneur","single","3","no",1068,"yes","no"
"C39129",36,"admin.","single","2","no",319,"yes","no"
"C39135",39,"blue-collar","married","2","no",161,"yes","no"
"C39157",40,"admin.","divorced","2","no",220,"yes","no"
"C39161",27,"admin.","single","1","no",528,"yes","yes"
"C39162",52,"blue-collar","married","2","no",266,"yes","no"
"C39164",34,"technician","married","2","no",966,"yes","no"
"C39167",27,"blue-collar","single","2","no",240,"yes","no"
"C39169",28,"blue-collar","married","2","no",1072,"yes","no"
"C39170",30,"admin.","married","2","no",2678,"yes","no"
"C39172",23,"student","single","2","no",234,"yes","no"
"C39181",28,"blue-collar","single","2","no",2528,"yes","no"
"C39182",30,"management","single","3","no",2017,"yes","no"
"C39185",36,"blue-collar","married","1","no",106,"yes","no"
"C39186",35,"blue-collar","single","2","no",-295,"yes","yes"
"C39190",33,"blue-collar","divorced","2","no",865,"yes","no"
"C39193",35,"management","single","3","no",-292,"yes","no"
"C39199",24,"services","single","2","no",1299,"yes","yes"
"C39201",32,"management","married","3","no",1041,"yes","no"
"C39202",28,"entrepreneur","single","3","no",224,"yes","no"
"C39203",27,"unemployed","single","2","no",259,"yes","no"
"C39204",42,"blue-collar","married","1","no",1687,"yes","no"
"C39206",40,"technician","single","2","no",191,"yes","no"
"C39208",29,"entrepreneur","single","3","no",219,"yes","no"
"C39209",30,"retired","single","2","no",48,"no","no"
"C39211",46,"entrepreneur","divorced","3","no",148,"yes","no"
"C39214",22,"management","single","3","no",103,"yes","no"
"C39215",32,"technician","single","3","no",2684,"yes","no"
"C39219",33,"technician","single","2","no",1279,"yes","no"
"C39223",34,"blue-collar","married","2","no",355,"yes","no"
"C39228",37,"blue-collar","married","2","no",-83,"yes","no"
"C39230",22,"student","single","1","no",110,"yes","no"
"C39238",35,"management","single","3","no",9336,"yes","no"
"C39239",27,"blue-collar","single","2","no",294,"yes","no"
"C39241",31,"blue-collar","married","2","no",512,"yes","no"
"C39246",28,"technician","single","2","no",-16,"yes","no"
"C39248",30,"blue-collar","single","2","no",8950,"yes","no"
"C39260",56,"blue-collar","married","2","no",876,"yes","no"
"C39261",40,"management","divorced","3","no",-75,"yes","no"
"C39263",47,"blue-collar","single","2","no",57,"yes","no"
"C39264",29,"admin.","single","2","no",596,"yes","no"
"C39269",34,"blue-collar","married","2","no",463,"yes","no"
"C39270",26,"blue-collar","married","1","no",172,"yes","no"
"C39271",34,"technician","married","2","no",118,"yes","no"
"C39275",57,"retired","married","1","no",341,"yes","no"
"C39279",30,"blue-collar","single","2","no",583,"no","no"
"C39283",25,"blue-collar","single","2","no",286,"yes","no"
"C39287",32,"blue-collar","single","","no",258,"yes","no"
"C39295",31,"admin.","single","2","no",-422,"yes","no"
"C39300",31,"unemployed","single","2","no",500,"yes","no"
"C39301",31,"blue-collar","single","1","no",342,"yes","no"
"C39306",32,"admin.","single","3","no",902,"yes","no"
"C39309",24,"services","married","2","no",183,"yes","no"
"C39314",57,"services","married","2","no",668,"yes","yes"
"C39315",47,"admin.","married","2","no",-121,"yes","yes"
"C39323",33,"self-employed","married","2","no",711,"yes","no"
"C39326",37,"admin.","single","2","no",176,"yes","no"
"C39327",24,"blue-collar","single","2","no",1421,"yes","no"
"C39329",26,"blue-collar","single","2","no",23,"yes","no"
"C39332",46,"services","married","1","no",116,"yes","no"
"C39333",32,"technician","single","","no",-301,"yes","no"
"C39335",33,"technician","single","2","no",-363,"yes","no"
"C39347",25,"services","married","2","no",121,"yes","no"
"C39349",31,"blue-collar","single","2","no",1124,"yes","no"
"C39350",37,"blue-collar","married","","no",-118,"yes","no"
